file,ground_truth,predicted,confidence,is_correct,reasons
Balaji Invoice 191.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 185.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 173.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 190.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 8-3.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 148.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 18-3-23.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 219.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 179.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 217.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
BALAJI LEDGER 5-1-22.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 190.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 145.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 8-3.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 201.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Ledger Maruti 24-11.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 173.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 191.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 144.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Ledger Balaji 26-12.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Ledger 2022-23.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 221.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 209.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 148.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 220.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Credit Note 041- Balaji.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]redit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
ME Invoice 159.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 205.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 211.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 154.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 219.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 27-12.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 199.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 141.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 204.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 212.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger-Sales 2023-24 .pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Ledger Maruti Energy 26-12.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 220.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 207.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 27-12.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 217.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 146.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 13-12.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Husang DC Briquettes.pdf,Tax Invoice,Tax Invoice,0.9,True,"Keywords matched: gstin, pan, hsn"
ME Invoice 218.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Ledger 18-3-23.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Ledger Balaji 26-12.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 214.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 150.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 185.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 146.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 202.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 202.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 214.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 218.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 145.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 23-3-23.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Ledger 2022-23.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 177.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 150.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 144.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 201.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 205.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 137.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 141.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Ledger Maruti Energy 26-12.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Ledger Maruti 26-12.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 209.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 177.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Ledger Maruti Energy 8-10.pdf,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
BALAJI LEDGER 5-1-22.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
ME Invoice 135.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 137.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 199.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 124.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 212.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Maruti Ledger 13-12.xlsx,Tax Invoice,Ledger,0.8,False,Filename matches pattern: .*[Ll]edger.*
Balaji Invoice 204.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
CN-041.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]n.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
CN-042.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]n.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
CN-041.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]n.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
CN-042.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]n.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
Balaji Invoice 26.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 50.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 058.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Credit Note 005- Maruti.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]redit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
Credit Note 005- Maruti.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]redit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
Balaji Invoice 49.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 056.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
MARUTI ENERGY Invoice 95.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 22.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 52.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 53.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
MARUTI ENERGY Invoice 95.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 50.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 058.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 49.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
ME Invoice 056.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 24.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 22.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 53.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 52.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 24.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Balaji Invoice 26.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
014.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
029.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
001.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
003.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
017.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
024.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
002.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
006.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
033.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
025.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
013.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
007.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
011.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
005.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
029.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
004.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
010.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
022.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
034.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
035.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
023.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
036.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
020.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
021.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
035.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
021.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
009.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
020.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
034.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
022.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
030.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
036.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
026.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
023.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
033.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
031.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
026.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
018.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
030.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
024.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
025.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
031.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount"
169-Mayank Invoice.pdf,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.pdf; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
170-Mayank Invoice.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
169-Mayank Invoice.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
136-Mayank.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
168-Mayank.xlsx,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
172-Mayank Invoice.xlsx,Tax Invoice,Tax Invoice,1.0,True,"Filename matches pattern: .*[Ii]nvoice.*\.xlsx; Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Debit Note - Mayank.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Dd]ebit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
Debit Note - 005 Mayank .pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Dd]ebit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
136-Mayank.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
131-Mayank.pdf,Tax Invoice,Tax Invoice,0.95,True,"Keywords matched: tax invoice, invoice no, gstin, cgst, sgst, total amount, taxable amount"
Credit Note - Mayank.pdf,Tax Invoice,Tax Invoice,0.95,True,"Filename matches pattern: .*[Cc]redit.*[Nn]ote.*; Keywords matched: invoice no, gstin, pan, cgst, sgst, taxable amount, hsn"
